"strataID","BpS","SCLASS","YEAR","STATE","ew","PVT","BpS_Code","sclass","AREA_TOTAL","AREA_STRATA","avg","low","high","departure"
"2013_Oregon_eastside_Na0710412_fmi","Na0710412","A",2013,"Oregon","eastside","fmi","Na0710412_fmi","A",6132.70031055327,48558.391485,7162.86658590755,6132.70031055327,8193.03286126182,0
"2013_Oregon_eastside_Na0710412_fmi","Na0710412","B",2013,"Oregon","eastside","fmi","Na0710412_fmi","B",12244.6088404821,48558.391485,11018.5003750666,9792.39098704175,12244.6088404821,0
"2013_Oregon_eastside_Na0710412_fmi","Na0710412","C",2013,"Oregon","eastside","fmi","Na0710412_fmi","C",6404.90912552794,48558.391485,7741.63230591517,6636.94254453943,8846.32163026539,-232.033419011491
"2013_Oregon_eastside_Na0710412_fmi","Na0710412","D",2013,"Oregon","eastside","fmi","Na0710412_fmi","D",3079.87211343668,48558.391485,2392.15500784473,1704.43795081116,3079.87211343668,0
"2013_Oregon_eastside_Na0710412_fmi","Na0710412","E",2013,"Oregon","eastside","fmi","Na0710412_fmi","E",20696.301095,48558.391485,20243.2369674739,18928.5460991839,21557.9297295412,0
"2013_Oregon_eastside_R1RFWF_fcw","R1RFWF","A",2013,"Oregon","eastside","fcw","R1RFWF_fcw","A",22106.4386521137,149284.8677,25267.7297939031,22106.4386521137,28429.0224285412,0
"2013_Oregon_eastside_R1RFWF_fcw","R1RFWF","B",2013,"Oregon","eastside","fcw","R1RFWF_fcw","B",41529.1050123139,149284.8677,37565.4369664711,33601.7660842158,41529.1050123139,0
"2013_Oregon_eastside_R1RFWF_fcw","R1RFWF","C",2013,"Oregon","eastside","fcw","R1RFWF_fcw","C",10295.0067826214,149284.8677,13097.5269761226,10295.0067826214,15900.0479160481,0
"2013_Oregon_eastside_R1RFWF_fcw","R1RFWF","D",2013,"Oregon","eastside","fcw","R1RFWF_fcw","D",21540.9739966877,149284.8677,24781.9719121789,21540.9739966877,28022.9741569313,0
"2013_Oregon_eastside_R1RFWF_fcw","R1RFWF","E",2013,"Oregon","eastside","fcw","R1RFWF_fcw","E",53813.3432562633,149284.8677,48572.2005584757,44667.7466539758,52476.6571501032,1336.68610616018
"2013_Oregon_eastside_R1RFWF_frm","R1RFWF","A",2013,"Oregon","eastside","frm","R1RFWF_frm","A",563.084182096118,3802.50971,643.607013699841,563.084182096118,724.12988332866,0
"2013_Oregon_eastside_R1RFWF_frm","R1RFWF","B",2013,"Oregon","eastside","frm","R1RFWF_frm","B",1057.80865462048,3802.50971,956.848078617409,855.887430366656,1057.80865462048,0
"2013_Oregon_eastside_R1RFWF_frm","R1RFWF","C",2013,"Oregon","eastside","frm","R1RFWF_frm","C",262.229279220064,3802.50971,333.613676128093,262.229279220064,404.99809204867,0
"2013_Oregon_eastside_R1RFWF_frm","R1RFWF","D",2013,"Oregon","eastside","frm","R1RFWF_frm","D",548.680948358857,3802.50971,631.234031156981,548.680948358857,713.787224227888,0
"2013_Oregon_eastside_R1RFWF_frm","R1RFWF","E",2013,"Oregon","eastside","frm","R1RFWF_frm","E",1370.70664570448,3802.50971,1237.20687237258,1137.754569451,1336.65924373933,34.0474019651506
"2013_Oregon_eastside_RaABAMlw_fsi","RaABAMlw","A",2013,"Oregon","eastside","fsi","RaABAMlw_fsi","A",14939.5638071486,135017.561265,17760.7383325153,14939.5638071486,20581.9128578821,0
"2013_Oregon_eastside_RaABAMlw_fsi","RaABAMlw","B",2013,"Oregon","eastside","fsi","RaABAMlw_fsi","B",31811.0045168124,135017.561265,28114.861242301,24418.7152674384,31811.0045168124,0
"2013_Oregon_eastside_RaABAMlw_fsi","RaABAMlw","C",2013,"Oregon","eastside","fsi","RaABAMlw_fsi","C",9637.48790456092,135017.561265,4000.18513517966,2711.98042286932,5288.38944243732,4349.0984621236
"2013_Oregon_eastside_RaABAMlw_fsi","RaABAMlw","D",2013,"Oregon","eastside","fsi","RaABAMlw_fsi","D",7898.53881049521,135017.561265,10367.5972573473,7898.53881049521,12836.6551641291,0
"2013_Oregon_eastside_RaABAMlw_fsi","RaABAMlw","E",2013,"Oregon","eastside","fsi","RaABAMlw_fsi","E",70730.9662259829,135017.561265,74774.1792976567,70730.9662259829,78817.3923693305,0
"2013_Oregon_eastside_RaABAMlw_fsw","RaABAMlw","A",2013,"Oregon","eastside","fsw","RaABAMlw_fsw","A",2433.4155029695,21992.19676,2892.93961727632,2433.4155029695,3352.46373158314,0
"2013_Oregon_eastside_RaABAMlw_fsw","RaABAMlw","B",2013,"Oregon","eastside","fsw","RaABAMlw_fsw","B",5181.50279054359,21992.19676,4579.46029040789,3977.41735042826,5181.50279054359,0
"2013_Oregon_eastside_RaABAMlw_fsw","RaABAMlw","C",2013,"Oregon","eastside","fsw","RaABAMlw_fsw","C",1569.79231652117,21992.19676,651.566046261444,441.738145099136,861.393881447162,708.39843507401
"2013_Oregon_eastside_RaABAMlw_fsw","RaABAMlw","D",2013,"Oregon","eastside","fsw","RaABAMlw_fsw","D",1286.54537979673,21992.19676,1688.71542839163,1286.54537979673,2090.88538901775,0
"2013_Oregon_eastside_RaABAMlw_fsw","RaABAMlw","E",2013,"Oregon","eastside","fsw","RaABAMlw_fsw","E",11520.940770169,21992.19676,12179.5153776627,11520.940770169,12838.0899851564,0
"2013_Oregon_eastside_RaABAMlw_fwc","RaABAMlw","A",2013,"Oregon","eastside","fwc","RaABAMlw_fwc","A",1262.23216982159,11407.52913,1500.59101942169,1262.23216982159,1738.94986902178,0
"2013_Oregon_eastside_RaABAMlw_fwc","RaABAMlw","B",2013,"Oregon","eastside","fwc","RaABAMlw_fwc","B",2687.68712218007,11407.52913,2375.40284095322,2063.11833157579,2687.68712218007,0
"2013_Oregon_eastside_RaABAMlw_fwc","RaABAMlw","C",2013,"Oregon","eastside","fwc","RaABAMlw_fwc","C",814.263885240241,11407.52913,337.972542441292,229.133124491496,446.811926168501,367.45195907174
"2013_Oregon_eastside_RaABAMlw_fwc","RaABAMlw","D",2013,"Oregon","eastside","fwc","RaABAMlw_fwc","D",667.341423744976,11407.52913,875.950258716126,667.341423744976,1084.55904805716,0
"2013_Oregon_eastside_RaABAMlw_fwc","RaABAMlw","E",2013,"Oregon","eastside","fwc","RaABAMlw_fwc","E",5976.00452901312,11407.52913,6317.61246846767,5976.00452901312,6659.22040792223,0
"2013_Oregon_eastside_RaDFHEdy_fwi","RaDFHEdy","A",2013,"Oregon","eastside","fwi","RaDFHEdy_fwi","A",38020.120239197,491309.474125,27712.5010247871,20705.6098934902,34719.3946126314,3300.72562656555
"2013_Oregon_eastside_RaDFHEdy_fwi","RaDFHEdy","B",2013,"Oregon","eastside","fwi","RaDFHEdy_fwi","B",93831.2748309113,491309.474125,83475.0528267737,73118.8219790655,93831.2748309113,0
"2013_Oregon_eastside_RaDFHEdy_fwi","RaDFHEdy","C",2013,"Oregon","eastside","fwi","RaDFHEdy_fwi","C",35586.5690998178,491309.474125,28827.020353627,22067.4691508889,35586.5690998178,0
"2013_Oregon_eastside_RaDFHEdy_fwi","RaDFHEdy","D",2013,"Oregon","eastside","fwi","RaDFHEdy_fwi","D",63591.5712200253,491309.474125,75276.7485034605,63591.5712200253,86961.9306999904,0
"2013_Oregon_eastside_RaDFHEdy_fwi","RaDFHEdy","E",2013,"Oregon","eastside","fwi","RaDFHEdy_fwi","E",260279.938735049,491309.474125,276018.151416352,260279.938735049,291756.363606345,0
"2013_Oregon_eastside_RaDFHEdy_fwx","RaDFHEdy","A",2013,"Oregon","eastside","fwx","RaDFHEdy_fwx","A",4669.09663734667,110789.849965,6249.14436294776,4669.09663734667,7829.1926424981,0
"2013_Oregon_eastside_RaDFHEdy_fwx","RaDFHEdy","B",2013,"Oregon","eastside","fwx","RaDFHEdy_fwx","B",21158.8691202329,110789.849965,18823.5502581531,16488.2294018559,21158.8691202329,0
"2013_Oregon_eastside_RaDFHEdy_fwx","RaDFHEdy","C",2013,"Oregon","eastside","fwx","RaDFHEdy_fwx","C",11929.1464207854,110789.849965,6500.46748152832,4976.1946900951,8024.73971901228,3904.40670177314
"2013_Oregon_eastside_RaDFHEdy_fwx","RaDFHEdy","D",2013,"Oregon","eastside","fwx","RaDFHEdy_fwx","D",14339.8428191367,110789.849965,16974.8399161331,14339.8428191367,19609.838121028,0
"2013_Oregon_eastside_RaDFHEdy_fwx","RaDFHEdy","E",2013,"Oregon","eastside","fwx","RaDFHEdy_fwx","E",58692.8949674983,110789.849965,62241.8479462377,58692.8949674983,65790.8008141873,0
"2013_Oregon_eastside_RaDFHEwt_fdm","RaDFHEwt","A",2013,"Oregon","eastside","fdm","RaDFHEwt_fdm","A",794.617335,18634.92184,863.213464869733,607.393332389901,1119.03365325433,0
"2013_Oregon_eastside_RaDFHEwt_fdm","RaDFHEwt","B",2013,"Oregon","eastside","fdm","RaDFHEwt_fdm","B",3595.99169435439,18634.92184,3168.47980896211,2740.96775585552,3595.99169435439,0
"2013_Oregon_eastside_RaDFHEwt_fdm","RaDFHEwt","C",2013,"Oregon","eastside","fdm","RaDFHEwt_fdm","C",211.200340197543,18634.92184,112.772900594362,14.3454423562596,211.200340197544,0
"2013_Oregon_eastside_RaDFHEwt_fdm","RaDFHEwt","D",2013,"Oregon","eastside","fdm","RaDFHEwt_fdm","D",870.776634247716,18634.92184,647.941077456478,425.105502030319,870.776634247716,0
"2013_Oregon_eastside_RaDFHEwt_fdm","RaDFHEwt","E",2013,"Oregon","eastside","fdm","RaDFHEwt_fdm","E",13162.3358362004,18634.92184,13842.5144763078,13316.1296835057,14368.9006853639,-153.793847305389
"2013_Oregon_eastside_RaDFHEwt_fhc","RaDFHEwt","A",2013,"Oregon","eastside","fhc","RaDFHEwt_fhc","A",1880.27622138912,31311.659235,1450.4297947227,1020.58346199126,1880.27622138912,0
"2013_Oregon_eastside_RaDFHEwt_fhc","RaDFHEwt","B",2013,"Oregon","eastside","fhc","RaDFHEwt_fhc","B",6042.22907465197,31311.659235,5323.89461694675,4605.55987743659,6042.22907465197,0
"2013_Oregon_eastside_RaDFHEwt_fhc","RaDFHEwt","C",2013,"Oregon","eastside","fhc","RaDFHEwt_fhc","C",354.873132249293,31311.659235,189.488674257472,24.1041849539915,354.873132249293,5.6843418860808e-14
"2013_Oregon_eastside_RaDFHEwt_fhc","RaDFHEwt","D",2013,"Oregon","eastside","fhc","RaDFHEwt_fhc","D",1463.13794473982,31311.659235,1088.71453263235,714.291089213227,1463.13794473982,0
"2013_Oregon_eastside_RaDFHEwt_fhc","RaDFHEwt","E",2013,"Oregon","eastside","fhc","RaDFHEwt_fhc","E",21571.1428619698,31311.659235,23259.1314285708,22374.6640076597,24143.6012291679,-803.52114568992
"2013_Oregon_eastside_RaDFHEwt_fwm","RaDFHEwt","A",2013,"Oregon","eastside","fwm","RaDFHEwt_fwm","A",18417.5001026028,306700.94139,14207.1098859018,9996.72058930362,18417.5001026028,0
"2013_Oregon_eastside_RaDFHEwt_fwm","RaDFHEwt","B",2013,"Oregon","eastside","fwm","RaDFHEwt_fwm","B",59184.2588532752,306700.94139,52148.0985285359,45111.935443488,59184.2588532752,0
"2013_Oregon_eastside_RaDFHEwt_fwm","RaDFHEwt","C",2013,"Oregon","eastside","fwm","RaDFHEwt_fwm","C",3476.01904191699,306700.94139,1856.06116690704,236.102985196143,3476.01904191699,0
"2013_Oregon_eastside_RaDFHEwt_fwm","RaDFHEwt","D",2013,"Oregon","eastside","fwm","RaDFHEwt_fwm","D",12188.802765,306700.94139,10664.0714743751,6996.55511207486,14331.5875299743,0
"2013_Oregon_eastside_RaDFHEwt_fwm","RaDFHEwt","E",2013,"Oregon","eastside","fwm","RaDFHEwt_fwm","E",213434.360627205,306700.94139,227825.598494075,219162.148608321,236489.071689099,-5727.78798111633
"2013_Oregon_eastside_RaDFHEwt_fwn","RaDFHEwt","A",2013,"Oregon","eastside","fwn","RaDFHEwt_fwn","A",10573.40699736,176075.681375,8156.24021951964,5739.07396990636,10573.40699736,0
"2013_Oregon_eastside_RaDFHEwt_fwn","RaDFHEwt","B",2013,"Oregon","eastside","fwn","RaDFHEwt_fwn","B",33977.4265349046,176075.681375,29937.997383408,25898.5666472302,33977.4265349046,0
"2013_Oregon_eastside_RaDFHEwt_fwn","RaDFHEwt","C",2013,"Oregon","eastside","fwn","RaDFHEwt_fwn","C",1995.56746876671,176075.681375,1065.55667275004,135.545700657696,1995.56746876671,0
"2013_Oregon_eastside_RaDFHEwt_fwn","RaDFHEwt","D",2013,"Oregon","eastside","fwn","RaDFHEwt_fwn","D",8227.7022955625,176075.681375,6122.19722108591,4016.69197053364,8227.7022955625,0
"2013_Oregon_eastside_RaDFHEwt_fwn","RaDFHEwt","E",2013,"Oregon","eastside","fwn","RaDFHEwt_fwn","E",121301.578078406,176075.681375,130793.688821782,125820.039785106,135767.351240211,-4518.46170669956
"2013_Oregon_eastside_RaDFHEwt_fww","RaDFHEwt","A",2013,"Oregon","eastside","fww","RaDFHEwt_fww","A",1934.6840777878,32217.696465,1492.39957293398,1050.11516473324,1934.6840777878,0
"2013_Oregon_eastside_RaDFHEwt_fww","RaDFHEwt","B",2013,"Oregon","eastside","fww","RaDFHEwt_fww","B",6217.0676053327,32217.696465,5477.94735159578,4738.82680789959,6217.0676053327,0
"2013_Oregon_eastside_RaDFHEwt_fww","RaDFHEwt","C",2013,"Oregon","eastside","fww","RaDFHEwt_fww","C",365.141775866402,32217.696465,194.971737044151,24.801666004204,365.141775866402,1.70530256582424e-13
"2013_Oregon_eastside_RaDFHEwt_fww","RaDFHEwt","D",2013,"Oregon","eastside","fww","RaDFHEwt_fww","D",1505.47544722126,32217.696465,1120.21768268913,734.959885939305,1505.47544722126,0
"2013_Oregon_eastside_RaDFHEwt_fww","RaDFHEwt","E",2013,"Oregon","eastside","fww","RaDFHEwt_fww","E",22195.3275587918,32217.696465,23932.1599274308,23022.0994708376,24842.2228325689,-826.771912045784
"2013_Oregon_eastside_RaDFWV_fwx","RaDFWV","A",2013,"Oregon","eastside","fwx","RaDFWV_fwx","A",3975.31181430775,38027.543445,4715.73401996653,3975.31181430775,5456.15660590074,0
"2013_Oregon_eastside_RaDFWV_fwx","RaDFWV","B",2013,"Oregon","eastside","fwx","RaDFWV_fwx","B",7049.82383306651,38027.543445,6182.14789120775,5314.47118879812,7049.82383306651,0
"2013_Oregon_eastside_RaDFWV_fwx","RaDFWV","C",2013,"Oregon","eastside","fwx","RaDFWV_fwx","C",2520.64575403544,38027.543445,3199.16372029852,2520.64575403544,3877.68183867177,0
"2013_Oregon_eastside_RaDFWV_fwx","RaDFWV","D",2013,"Oregon","eastside","fwx","RaDFWV_fwx","D",11005.8813514395,38027.543445,12087.0734695997,11005.8813514395,13168.26558776,0
"2013_Oregon_eastside_RaDFWV_fwx","RaDFWV","E",2013,"Oregon","eastside","fwx","RaDFWV_fwx","E",13475.8806921508,38027.543445,11843.4240016796,10733.9705737819,12952.8781140731,523.002578077745
"2013_Oregon_eastside_RaMCONdy_fdd","RaMCONdy","A",2013,"Oregon","eastside","fdd","RaMCONdy_fdd","A",247752.542402703,1523190.91643,212728.663652086,177704.783378278,247752.542402703,0
"2013_Oregon_eastside_RaMCONdy_fdd","RaMCONdy","B",2013,"Oregon","eastside","fdd","RaMCONdy_fdd","B",17229.4019306244,1523190.91643,9995.90230929896,2762.40268797354,17229.4019306244,0
"2013_Oregon_eastside_RaMCONdy_fdd","RaMCONdy","C",2013,"Oregon","eastside","fdd","RaMCONdy_fdd","C",525050.958220982,1523190.91643,481535.363224432,438019.769751073,525050.958220982,0
"2013_Oregon_eastside_RaMCONdy_fdd","RaMCONdy","D",2013,"Oregon","eastside","fdd","RaMCONdy_fdd","D",582535.111080645,1523190.91643,631381.182756024,582535.111080645,680227.252908213,0
"2013_Oregon_eastside_RaMCONdy_fdd","RaMCONdy","E",2013,"Oregon","eastside","fdd","RaMCONdy_fdd","E",150622.902795045,1523190.91643,187549.795349013,156252.168604041,218847.423617176,-5629.2658089959
"2013_Oregon_eastside_RaMCONdy_fdg","RaMCONdy","A",2013,"Oregon","eastside","fdg","RaMCONdy_fdg","A",121692.586363839,1043084.14564,145677.008696153,121692.586363839,169661.429985384,0
"2013_Oregon_eastside_RaMCONdy_fdg","RaMCONdy","B",2013,"Oregon","eastside","fdg","RaMCONdy_fdg","B",108980.248098063,1043084.14564,6845.21362865886,1891.69881241932,11798.7284448984,97181.5196531647
"2013_Oregon_eastside_RaMCONdy_fdg","RaMCONdy","C",2013,"Oregon","eastside","fdg","RaMCONdy_fdg","C",299956.802772349,1043084.14564,329756.3670624,299956.802772349,359555.932395534,0
"2013_Oregon_eastside_RaMCONdy_fdg","RaMCONdy","D",2013,"Oregon","eastside","fdg","RaMCONdy_fdg","D",398921.193720749,1043084.14564,432371.080003422,398921.193720749,465820.96524301,0
"2013_Oregon_eastside_RaMCONdy_fdg","RaMCONdy","E",2013,"Oregon","eastside","fdg","RaMCONdy_fdg","E",113533.314685,1043084.14564,128434.469990862,107001.793428981,149867.147595827,0
"2013_Oregon_eastside_RaMCONdy_fdx","RaMCONdy","A",2013,"Oregon","eastside","fdx","RaMCONdy_fdx","A",779.046462257375,4451.680715,621.721203358576,519.36034320796,724.082059057511,54.9644031998639
"2013_Oregon_eastside_RaMCONdy_fdx","RaMCONdy","B",2013,"Oregon","eastside","fdx","RaMCONdy_fdx","B",50.3546833678017,4451.680715,29.2140434001696,8.07340343253755,50.3546833678017,2.1316282072803e-14
"2013_Oregon_eastside_RaMCONdy_fdx","RaMCONdy","C",2013,"Oregon","eastside","fdx","RaMCONdy_fdx","C",1280.15742528176,4451.680715,1407.33618283446,1280.15742528176,1534.51494483885,0
"2013_Oregon_eastside_RaMCONdy_fdx","RaMCONdy","D",2013,"Oregon","eastside","fdx","RaMCONdy_fdx","D",1702.51824103973,4451.680715,1845.27586448357,1702.51824103973,1988.03348347573,0
"2013_Oregon_eastside_RaMCONdy_fdx","RaMCONdy","E",2013,"Oregon","eastside","fdx","RaMCONdy_fdx","E",639.603903053339,4451.680715,548.13339421314,456.662889824623,639.603903053339,0
"2013_Oregon_eastside_RaMCONdy_fmd","RaMCONdy","A",2013,"Oregon","eastside","fmd","RaMCONdy_fmd","A",69508.3789060698,595788.865965,83207.8027175857,69508.3789060698,96907.2259333128,0
"2013_Oregon_eastside_RaMCONdy_fmd","RaMCONdy","B",2013,"Oregon","eastside","fmd","RaMCONdy_fmd","B",29961.6863687444,595788.865965,3909.84953817366,1080.50064312608,6739.19843322124,23222.4879355232
"2013_Oregon_eastside_RaMCONdy_fmd","RaMCONdy","C",2013,"Oregon","eastside","fmd","RaMCONdy_fmd","C",182861.842405,595788.865965,188350.261863391,171329.344913563,205371.179409007,0
"2013_Oregon_eastside_RaMCONdy_fmd","RaMCONdy","D",2013,"Oregon","eastside","fmd","RaMCONdy_fmd","D",227855.831775165,595788.865965,246961.739863513,227855.831775165,266067.647356073,0
"2013_Oregon_eastside_RaMCONdy_fmd","RaMCONdy","E",2013,"Oregon","eastside","fmd","RaMCONdy_fmd","E",85601.1265100211,595788.865965,73359.2084076032,61117.2909009742,85601.1265100211,0
"2013_Oregon_eastside_RaMCONdy_fmx","RaMCONdy","A",2013,"Oregon","eastside","fmx","RaMCONdy_fmx","A",69552.824340846,596169.8286,83261.0079142362,69552.824340846,96969.1908914566,0
"2013_Oregon_eastside_RaMCONdy_fmx","RaMCONdy","B",2013,"Oregon","eastside","fmx","RaMCONdy_fmx","B",64477.8274344396,596169.8286,3912.34959594179,1081.1915428653,6743.50764901827,57734.3197854213
"2013_Oregon_eastside_RaMCONdy_fmx","RaMCONdy","C",2013,"Oregon","eastside","fmx","RaMCONdy_fmx","C",172981.277345,596169.8286,188470.697836873,171438.897277529,205502.498992387,0
"2013_Oregon_eastside_RaMCONdy_fmx","RaMCONdy","D",2013,"Oregon","eastside","fmx","RaMCONdy_fmx","D",228001.528620191,596169.8286,247119.653514703,228001.528620191,266237.777813044,0
"2013_Oregon_eastside_RaMCONdy_fmx","RaMCONdy","E",2013,"Oregon","eastside","fmx","RaMCONdy_fmx","E",61156.3708595229,596169.8286,73406.116161227,61156.3708595229,85655.8620591009,0
"2013_Oregon_eastside_RaMCONms_fcm","RaMCONms","A",2013,"Oregon","eastside","fcm","RaMCONms_fcm","A",224904.94124183,1811014.747825,262887.761026282,224904.94124183,300870.597109867,0
"2013_Oregon_eastside_RaMCONms_fcm","RaMCONms","B",2013,"Oregon","eastside","fcm","RaMCONms_fcm","B",752102.658608906,1811014.747825,804177.692252951,752102.658608906,856252.65526742,0
"2013_Oregon_eastside_RaMCONms_fcm","RaMCONms","C",2013,"Oregon","eastside","fcm","RaMCONms_fcm","C",390673.906982513,1811014.747825,226657.708322321,189235.096973873,264080.335969902,126593.571012611
"2013_Oregon_eastside_RaMCONms_fcm","RaMCONms","D",2013,"Oregon","eastside","fcm","RaMCONms_fcm","D",141079.119165283,1811014.747825,174613.987123266,141079.119165283,208148.871380381,0
"2013_Oregon_eastside_RaMCONms_fcm","RaMCONms","E",2013,"Oregon","eastside","fcm","RaMCONms_fcm","E",302254.121826468,1811014.747825,342677.600911195,302254.121826468,383101.114405202,0
"2013_Oregon_eastside_RaMCONms_fmm","RaMCONms","A",2013,"Oregon","eastside","fmm","RaMCONms_fmm","A",104572.946393266,842058.6364,122233.631637676,104572.946393266,139894.324460614,0
"2013_Oregon_eastside_RaMCONms_fmm","RaMCONms","B",2013,"Oregon","eastside","fmm","RaMCONms_fmm","B",349701.480841959,842058.6364,373914.553581125,349701.480841959,398127.593480004,0
